vote_2016,vote_2020,sex,race,household_income,education,state,age,vote_trump,vote_biden,not_sure,someone_else
Was not eligible to vote,Someone else,male,white,"$150,000 to $174,999","Completed some college, but no degree",VA,45,0,0,0,1
Don't recall,I am not sure/don't know,female,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CT,21,0,0,1,0
Don't recall,I am not sure/don't know,male,white,"$75,000 to $79,999",Associate Degree,NV,29,0,0,1,0
Gary Johnson,Joe Biden,female,white,"$85,000 to $89,999","Completed some graduate, but no degree",IL,64,0,1,0,0
Donald Trump,Donald Trump,female,white,"$55,000 to $59,999",High school graduate,MO,55,1,0,0,0
Donald Trump,Someone else,female,white,"$70,000 to $74,999","College Degree (such as B.A., B.S.)",MA,27,0,0,0,1
"Did not vote, but was eligible",Joe Biden,female,white,NA,High school graduate,RI,25,0,1,0,0
Hillary Clinton,Donald Trump,female,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",NY,40,1,0,0,0
Donald Trump,Donald Trump,female,white,NA,"College Degree (such as B.A., B.S.)",MI,31,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$75,000 to $79,999",Associate Degree,NY,62,0,1,0,0
Donald Trump,Donald Trump,male,white,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",VA,31,1,0,0,0
Jill Stein,Joe Biden,female,white,"$100,000 to $124,999",Associate Degree,FL,53,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$60,000 to $64,999",High school graduate,NY,71,0,0,1,0
Hillary Clinton,Joe Biden,female,white,NA,"Completed some graduate, but no degree",MA,23,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$20,000 to $24,999","Completed some college, but no degree",FL,66,0,1,0,0
Someone else:,I am not sure/don't know,female,white,"$80,000 to $84,999",Associate Degree,OH,43,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$50,000 to $54,999",Completed some high school,TX,37,0,1,0,0
Hillary Clinton,Joe Biden,male,white,NA,"College Degree (such as B.A., B.S.)",WI,27,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,NA,Completed some high school,IL,26,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,NA,"Completed some college, but no degree",CA,19,0,0,1,0
Was not eligible to vote,I am not sure/don't know,female,white,"Less than $14,999",High school graduate,FL,32,0,0,1,0
Was not eligible to vote,Donald Trump,female,white,"$125,000 to $149,999",High school graduate,VA,18,1,0,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","Completed some college, but no degree",CA,56,1,0,0,0
Someone else:,I am not sure/don't know,female,white,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",MA,59,0,0,1,0
Donald Trump,Donald Trump,female,white,"$125,000 to $149,999",Masters degree,PA,60,1,0,0,0
Donald Trump,Donald Trump,male,white,"$100,000 to $124,999",Masters degree,VA,40,1,0,0,0
Was not eligible to vote,Someone else,female,black/african american/negro,NA,"Completed some college, but no degree",IL,19,0,0,0,1
"Did not vote, but was eligible",Donald Trump,female,white,"$30,000 to $34,999",Associate Degree,MS,38,1,0,0,0
Donald Trump,I am not sure/don't know,female,chinese,"$90,000 to $94,999",Masters degree,UT,70,0,0,1,0
Donald Trump,Donald Trump,male,white,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",KS,51,1,0,0,0
Donald Trump,Donald Trump,male,white,"$20,000 to $24,999","Completed some college, but no degree",LA,26,1,0,0,0
Donald Trump,Donald Trump,male,white,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",VA,50,1,0,0,0
"Did not vote, but was eligible",I am not sure/don't know,male,chinese,"$100,000 to $124,999",High school graduate,NY,18,0,0,1,0
Donald Trump,Donald Trump,male,white,NA,"College Degree (such as B.A., B.S.)",TX,71,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"Less than $14,999","Completed some college, but no degree",TX,33,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,"$45,000 to $49,999",Completed some high school,NJ,72,0,1,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999","Completed some college, but no degree",TX,54,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$45,000 to $49,999","Completed some college, but no degree",MD,24,0,1,0,0
Hillary Clinton,Donald Trump,female,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",GA,61,1,0,0,0
Donald Trump,Donald Trump,female,white,"$55,000 to $59,999","Completed some college, but no degree",OH,24,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,"other race, nec","Less than $14,999",Completed some high school,CA,65,1,0,0,0
Was not eligible to vote,Donald Trump,female,other asian or pacific islander,"$250,000 and above",Completed some high school,MI,18,1,0,0,0
Hillary Clinton,Joe Biden,female,"other race, nec","$35,000 to $39,999",Other post high school vocational training,NJ,53,0,1,0,0
Donald Trump,Donald Trump,female,american indian or alaska native,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",OH,29,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$45,000 to $49,999","Completed some college, but no degree",IN,39,0,1,0,0
Hillary Clinton,Joe Biden,male,white,NA,"College Degree (such as B.A., B.S.)",NY,36,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",MT,35,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$95,000 to $99,999","Completed some college, but no degree",CA,68,0,1,0,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,NY,40,1,0,0,0
Hillary Clinton,Someone else,male,black/african american/negro,"Less than $14,999",Completed some high school,CO,56,0,0,0,1
Was not eligible to vote,Joe Biden,female,white,"$15,000 to $19,999","Completed some college, but no degree",AL,19,0,1,0,0
Was not eligible to vote,Joe Biden,male,other asian or pacific islander,"$60,000 to $64,999","Completed some college, but no degree",CA,19,0,1,0,0
Don't recall,I am not sure/don't know,male,white,"$50,000 to $54,999","Completed some college, but no degree",UT,64,0,0,1,0
Hillary Clinton,Joe Biden,female,"other race, nec","Less than $14,999",High school graduate,NY,31,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,NA,"Completed some college, but no degree",OR,26,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$150,000 to $174,999",Masters degree,TX,40,0,1,0,0
Donald Trump,Donald Trump,female,white,"$65,000 to $69,999",High school graduate,OR,57,1,0,0,0
Was not eligible to vote,Donald Trump,female,white,"$25,000 to $29,999",Other post high school vocational training,FL,36,1,0,0,0
Donald Trump,Donald Trump,male,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",TX,49,1,0,0,0
Was not eligible to vote,I am not sure/don't know,male,white,"Less than $14,999","Completed some college, but no degree",IL,46,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$250,000 and above","College Degree (such as B.A., B.S.)",CA,47,0,1,0,0
Donald Trump,Joe Biden,male,white,"$200,000 to $249,999",Doctorate degree,FL,42,0,1,0,0
Donald Trump,Donald Trump,female,white,"$35,000 to $39,999",Completed some high school,CT,55,1,0,0,0
Was not eligible to vote,Joe Biden,male,white,"$35,000 to $39,999",High school graduate,OH,18,0,1,0,0
Donald Trump,Donald Trump,female,white,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",TX,37,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$150,000 to $174,999",Masters degree,CA,64,0,1,0,0
Someone else:,Donald Trump,male,white,NA,Associate Degree,GA,56,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",DC,25,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$125,000 to $149,999",Masters degree,MA,34,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,"$15,000 to $19,999",Associate Degree,VA,20,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,"$45,000 to $49,999",Associate Degree,FL,19,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$100,000 to $124,999",Associate Degree,IL,27,0,0,1,0
Donald Trump,Donald Trump,female,white,"$90,000 to $94,999",Doctorate degree,WI,25,1,0,0,0
Was not eligible to vote,I am not sure/don't know,female,white,"Less than $14,999",Associate Degree,VT,39,0,0,1,0
Hillary Clinton,Joe Biden,female,chinese,"$150,000 to $174,999",Masters degree,NJ,57,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$25,000 to $29,999",High school graduate,NY,19,0,0,1,0
Was not eligible to vote,Donald Trump,female,american indian or alaska native,"Less than $14,999",High school graduate,OK,18,1,0,0,0
Donald Trump,Donald Trump,female,white,"$30,000 to $34,999","Completed some college, but no degree",OR,35,1,0,0,0
Was not eligible to vote,Donald Trump,female,white,"$70,000 to $74,999",High school graduate,AR,19,1,0,0,0
Donald Trump,Donald Trump,male,"other race, nec","$50,000 to $54,999",High school graduate,OK,20,1,0,0,0
Donald Trump,Donald Trump,female,"other race, nec","$100,000 to $124,999","College Degree (such as B.A., B.S.)",AZ,45,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$75,000 to $79,999",Other post high school vocational training,TX,26,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"Less than $14,999",Completed some high school,OH,20,0,1,0,0
Donald Trump,I am not sure/don't know,female,white,"$20,000 to $24,999","Completed some college, but no degree",OR,27,0,0,1,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999",Masters degree,WA,69,1,0,0,0
Donald Trump,Donald Trump,female,white,"$65,000 to $69,999",High school graduate,WA,67,1,0,0,0
Hillary Clinton,I am not sure/don't know,female,white,"$30,000 to $34,999","Completed some graduate, but no degree",AZ,23,0,0,1,0
Was not eligible to vote,Joe Biden,female,other asian or pacific islander,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",TX,44,0,1,0,0
Donald Trump,I am not sure/don't know,female,white,"$65,000 to $69,999",High school graduate,MO,57,0,0,1,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$50,000 to $54,999",Associate Degree,OH,51,0,1,0,0
Hillary Clinton,I am not sure/don't know,male,white,"$25,000 to $29,999",Other post high school vocational training,MI,42,0,0,1,0
Was not eligible to vote,Joe Biden,female,white,"$70,000 to $74,999",Masters degree,CO,71,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$20,000 to $24,999","Completed some graduate, but no degree",IL,27,0,1,0,0
"Did not vote, but was eligible",Joe Biden,female,white,"$75,000 to $79,999",High school graduate,WA,63,0,1,0,0
Was not eligible to vote,I am not sure/don't know,male,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",AZ,40,0,0,1,0
Donald Trump,Donald Trump,female,white,"$20,000 to $24,999","Completed some college, but no degree",AR,33,1,0,0,0
Was not eligible to vote,I am not sure/don't know,male,other asian or pacific islander,"Less than $14,999",Masters degree,IL,22,0,0,1,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"$75,000 to $79,999",High school graduate,FL,18,0,1,0,0
Donald Trump,Joe Biden,female,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TX,26,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$55,000 to $59,999",Masters degree,VA,39,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$40,000 to $44,999","Completed some college, but no degree",PA,32,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"Less than $14,999",High school graduate,OH,28,0,1,0,0
Donald Trump,Donald Trump,female,white,"$250,000 and above",Masters degree,CA,40,1,0,0,0
Was not eligible to vote,Donald Trump,female,white,"$20,000 to $24,999",Completed some high school,CA,57,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",CA,34,0,1,0,0
Was not eligible to vote,I am not sure/don't know,female,white,"Less than $14,999",High school graduate,CA,20,0,0,1,0
Donald Trump,Donald Trump,male,white,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CA,74,1,0,0,0
Someone else:,Someone else,male,white,"Less than $14,999",High school graduate,OR,30,0,0,0,1
Hillary Clinton,Donald Trump,female,white,"$95,000 to $99,999",Associate Degree,OH,46,1,0,0,0
Was not eligible to vote,Joe Biden,female,white,"$30,000 to $34,999",Associate Degree,CO,61,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",CA,59,0,1,0,0
Hillary Clinton,Joe Biden,female,white,NA,"College Degree (such as B.A., B.S.)",WI,22,0,1,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"$25,000 to $29,999",High school graduate,IN,58,0,0,1,0
Hillary Clinton,Donald Trump,female,"other race, nec","$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,59,1,0,0,0
Hillary Clinton,Joe Biden,male,white,"$200,000 to $249,999",Masters degree,MI,42,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,other asian or pacific islander,"Less than $14,999",Completed some high school,CA,31,1,0,0,0
Donald Trump,Donald Trump,female,white,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",LA,47,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,41,0,1,0,0
Donald Trump,Donald Trump,male,white,"$25,000 to $29,999","Completed some college, but no degree",PA,43,1,0,0,0
Was not eligible to vote,I am not sure/don't know,female,white,"$15,000 to $19,999","Completed some college, but no degree",TX,20,0,0,1,0
Was not eligible to vote,Donald Trump,female,white,NA,"Completed some college, but no degree",KY,19,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$20,000 to $24,999","Completed some college, but no degree",NY,21,0,1,0,0
Was not eligible to vote,Donald Trump,female,white,"Less than $14,999","Completed some college, but no degree",TN,19,1,0,0,0
Hillary Clinton,Joe Biden,female,chinese,"$125,000 to $149,999",Masters degree,CA,72,0,1,0,0
Donald Trump,Donald Trump,male,white,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",NV,68,1,0,0,0
Donald Trump,Donald Trump,male,white,"$200,000 to $249,999",Doctorate degree,CA,40,1,0,0,0
Hillary Clinton,Joe Biden,female,white,"$50,000 to $54,999","Completed some college, but no degree",CA,82,0,1,0,0
Donald Trump,Donald Trump,female,white,"$60,000 to $64,999",Associate Degree,MN,48,1,0,0,0
Donald Trump,Donald Trump,male,white,"$150,000 to $174,999",Masters degree,VA,43,1,0,0,0
Hillary Clinton,Joe Biden,female,black/african american/negro,"$70,000 to $74,999",Associate Degree,NJ,55,0,1,0,0
Jill Stein,I am not sure/don't know,female,white,NA,Associate Degree,WA,63,0,0,1,0
Hillary Clinton,Joe Biden,female,white,"$60,000 to $64,999","Completed some college, but no degree",MI,52,0,1,0,0
Hillary Clinton,Joe Biden,male,white,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",IL,36,0,1,0,0
Was not eligible to vote,Joe Biden,female,american indian or alaska native,"$45,000 to $49,999",High school graduate,OK,23,0,1,0,0
Donald Trump,Donald Trump,female,white,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",ID,48,1,0,0,0
Donald Trump,Donald Trump,female,white,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,69,1,0,0,0
Donald Trump,Donald Trump,female,white,"$30,000 to $34,999",Associate Degree,MI,36,1,0,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"$25,000 to $29,999","Completed some college, but no degree",UT,66,1,0,0,0
"Did not vote, but was eligible",I am not sure/don't know,female,white,"Less than $14,999",High school graduate,MT,28,0,0,1,0
Jill Stein,Joe Biden,female,white,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",OK,51,0,1,0,0
Was not eligible to vote,I am not sure/don't know,female,other asian or pacific islander,NA,Completed some high school,NY,19,0,0,1,0
Hillary Clinton,Joe Biden,male,white,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",FL,49,0,1,0,0
Was not eligible to vote,Joe Biden,female,white,"$95,000 to $99,999","Completed some college, but no degree",NY,18,0,1,0,0
"Did not vote, but was eligible",Someone else,female,white,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,62,0,0,0,1
Hillary Clinton,Joe Biden,female,white,"$40,000 to $44,999","Completed some college, but no degree",WI,32,0,1,0,0
Donald Trump,Donald Trump,female,white,"$100,000 to $124,999",Associate Degree,NY,34,1,0,0,0
Donald Trump,Donald Trump,female,white,"$75,000 to $79,999","Completed some college, but no degree",CA,61,1,0,0,0
Hillary Clinton,Joe Biden,female,white,NA,Associate Degree,KY,23,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"Less than $14,999",High school graduate,AL,20,1,0,0,0
Hillary Clinton,Joe Biden,male,white,NA,Middle School - Grades 4 - 8,FL,37,0,1,0,0
"Did not vote, but was eligible",Donald Trump,female,white,"Less than $14,999",High school graduate,KY,59,1,0,0,0
"Did not vote, but was eligible",Joe Biden,female,black/african american/negro,"$25,000 to $29,999","Completed some college, but no degree",AZ,27,0,1,0,0
Hillary Clinton,Joe Biden,female,white,"Less than $14,999","Completed some college, but no degree",MA,57,0,1,0,0
